97, 120694, 1145, 1206, 1
98, 120573, 1145, 1205, 2
99, 120251, 1140, 1202, 0
100, 120093, 1140, 1200, 1
101, 119864, 1131, 1198, 0
102, 119978, 1124, 1199, 0
103, 119281, 1114, 1192, 0
104, 118815, 1082, 1188, 0
105, 117853, 1071, 1178, 0
106, 117494, 1071, 1174, 1
107, 117346, 1071, 1173, 2
108, 117287, 1071, 1172, 3
109, 116026, 1071, 1160, 4
110, 115343, 1046, 1153, 0
111, 115084, 1037, 1150, 0
112, 114288, 1031, 1142, 0
113, 113389, 1031, 1133, 1
114, 112895, 1031, 1128, 2
115, 111850, 1031, 1118, 3
116, 111684, 1031, 1116, 4
117, 111066, 1031, 1110, 5
118, 110507, 1031, 1105, 6
119, 109312, 1018, 1093, 0
120, 108763, 1012, 1087, 0
121, 108674, 1012, 1086, 1
122, 108055, 1004, 1080, 0
123, 108215, 993, 1082, 0
124, 108062, 993, 1080, 1
125, 108222, 993, 1082, 2
126, 107610, 990, 1076, 0
127, 107554, 990, 1075, 1
128, 106965, 990, 1069, 2
129, 106134, 980, 1061, 0
130, 105883, 980, 1058, 1
131, 105566, 972, 1055, 0
132, 105125, 969, 1051, 0
133, 104562, 954, 1045, 0
134, 104092, 954, 1040, 1
135, 103814, 937, 1038, 0
136, 102991, 934, 1029, 0
137, 102467, 933, 1024, 0
138, 101835, 931, 1018, 0
139, 101338, 931, 1013, 1
140, 100839, 914, 1008, 0
141, 100737, 914, 1007, 1
142, 100298, 914, 1002, 2
143, 99450, 913, 994, 0
144, 98462, 912, 984, 0
145, 98116, 896, 981, 0
146, 97708, 895, 977, 0
147, 96992, 895, 969, 1
148, 96206, 867, 962, 0
149, 95674, 867, 956, 1
150, 94905, 867, 949, 2
151, 94467, 867, 944, 3
152, 94159, 860, 941, 0
153, 94467, 860, 944, 1
154, 94449, 860, 944, 2
155, 93349, 847, 933, 0
156, 92882, 845, 928, 0
157, 91766, 843, 917, 0
158, 90783, 838, 907, 0
159, 90412, 833, 904, 0
160, 90344, 833, 903, 1
161, 89996, 833, 899, 2
162, 90211, 833, 902, 3
163, 90223, 833, 902, 4
164, 90049, 833, 900, 5
165, 89739, 833, 897, 6
166, 89449, 833, 894, 7
167, 89415, 825, 894, 0
168, 89649, 825, 896, 1
169, 89851, 824, 898, 0
170, 89970, 824, 899, 1
171, 90358, 824, 903, 2
172, 90213, 824, 902, 3
173, 90285, 824, 902, 4
174, 89955, 824, 899, 5
175, 89649, 824, 896, 6
176, 89022, 824, 890, 7
177, 88664, 824, 886, 8
178, 89085, 824, 890, 9
179, 89931, 824, 899, 10
0, 249704, 2021, 2497, 0
1, 241709, 2006, 2417, 0
2, 236359, 2006, 2363, 1
3, 231078, 1983, 2310, 0
4, 225823, 1960, 2258, 0
5, 217864, 1931, 2178, 0
6, 209400, 1904, 2094, 0
7, 205006, 1876, 2050, 0
8, 199747, 1876, 1997, 1
9, 197251, 1876, 1972, 2
10, 195162, 1852, 1951, 0
11, 193749, 1829, 1937, 0
12, 191857, 1812, 1918, 0
13, 189901, 1805, 1899, 0
14, 188156, 1801, 1881, 0
15, 186228, 1773, 1862, 0
16, 184775, 1773, 1847, 1
17, 183908, 1761, 1839, 0
18, 182511, 1759, 1825, 0
19, 181584, 1743, 1815, 0
20, 180053, 1736, 1800, 0
21, 178346, 1711, 1783, 0
22, 177359, 1711, 1773, 1
23, 176464, 1694, 1764, 0
24, 175490, 1653, 1754, 0
25, 173519, 1643, 1735, 0
26, 171816, 1625, 1718, 0
27, 170822, 1623, 1708, 0
28, 169290, 1593, 1692, 0
29, 167560, 1571, 1675, 0
30, 166327, 1571, 1663, 1
31, 165116, 1560, 1651, 0
32, 164262, 1560, 1642, 1
33, 163336, 1552, 1633, 0
34, 162143, 1532, 1621, 0
35, 161105, 1528, 1611, 0
36, 159866, 1510, 1598, 0
37, 157799, 1507, 1577, 0
38, 156365, 1493, 1563, 0
39, 155353, 1464, 1553, 0
40, 153566, 1457, 1535, 0
41, 152333, 1454, 1523, 0
42, 151583, 1434, 1515, 0
43, 150273, 1415, 1502, 0
44, 149359, 1397, 1493, 0
45, 148422, 1364, 1484, 0
46, 147536, 1360, 1475, 0
47, 146406, 1329, 1464, 0
48, 144801, 1321, 1448, 0
49, 142145, 1311, 1421, 0
50, 139637, 1296, 1396, 0
51, 137751, 1296, 1377, 1
52, 137273, 1274, 1372, 0
53, 136264, 1274, 1362, 1
54, 135612, 1274, 1356, 2
55, 134496, 1265, 1344, 0
56, 133453, 1265, 1334, 1
57, 133015, 1265, 1330, 2
58, 132744, 1265, 1327, 3
59, 132231, 1242, 1322, 0
60, 131717, 1242, 1317, 1
61, 130715, 1238, 1307, 0
62, 129497, 1227, 1294, 0
63, 128666, 1214, 1286, 0
64, 128069, 1214, 1280, 1
65, 127373, 1211, 1273, 0
66, 126600, 1195, 1266, 0
67, 125939, 1181, 1259, 0
68, 125285, 1161, 1252, 0
69, 124863, 1153, 1248, 0
70, 124508, 1153, 1245, 1
71, 123761, 1153, 1237, 2
72, 123352, 1153, 1233, 3
73, 122317, 1146, 1223, 0
74, 121728, 1117, 1217, 0
75, 121702, 1117, 1217, 1
76, 120984, 1117, 1209, 2
77, 120884, 1117, 1208, 3
78, 120091, 1081, 1200, 0
79, 118476, 1061, 1184, 0
80, 116094, 1061, 1160, 1
81, 114548, 1052, 1145, 0
82, 113576, 1052, 1135, 1
83, 112385, 1034, 1123, 0
84, 111190, 1014, 1111, 0
85, 110194, 1005, 1101, 0
86, 109310, 990, 1093, 0
87, 107848, 990, 1078, 1
88, 107106, 978, 1071, 0
89, 105777, 973, 1057, 0
90, 104820, 963, 1048, 0
91, 104085, 963, 1040, 1
92, 103913, 943, 1039, 0
93, 102922, 943, 1029, 1
94, 102444, 943, 1024, 2
95, 101886, 943, 1018, 3
96, 101845, 940, 1018, 0
97, 101608, 936, 1016, 0
98, 101633, 936, 1016, 1
99, 101395, 936, 1013, 2
100, 101833, 936, 1018, 3
101, 101543, 923, 1015, 0
102, 100668, 923, 1006, 1
103, 99897, 916, 998, 0
104, 99202, 916, 992, 1
105, 98415, 906, 984, 0
106, 97765, 905, 977, 0
107, 98117, 905, 981, 1
108, 97734, 905, 977, 2
109, 97737, 905, 977, 3
110, 97344, 900, 973, 0
111, 96679, 900, 966, 1
112, 96548, 887, 965, 0
113, 96329, 880, 963, 0
114, 95774, 864, 957, 0
115, 95123, 861, 951, 0
116, 94498, 861, 944, 1
117, 93725, 837, 937, 0
118, 92841, 837, 928, 1
119, 91406, 828, 914, 0
120, 91594, 828, 915, 1
121, 91233, 828, 912, 2
122, 90465, 804, 904, 0
123, 89583, 790, 895, 0
124, 89088, 790, 890, 1
125, 88798, 790, 887, 2
126, 88197, 786, 881, 0
127, 88307, 786, 883, 1
128, 87649, 786, 876, 2
129, 87558, 782, 875, 0
130, 87601, 782, 876, 1
131, 87270, 782, 872, 2
132, 86896, 782, 868, 3
133, 86329, 780, 863, 0
134, 86048, 780, 860, 1
135, 85717, 780, 857, 2
136, 85251, 779, 852, 0
137, 85145, 775, 851, 0
138, 85205, 775, 852, 1
139, 85429, 775, 854, 2
140, 85940, 775, 859, 3
141, 86180, 775, 861, 4
142, 85299, 771, 852, 0
143, 85199, 771, 851, 1
144, 85348, 771, 853, 2
145, 85187, 771, 851, 3
146, 85117, 771, 851, 4
147, 85253, 771, 852, 5
148, 85135, 771, 851, 6
149, 85334, 761, 853, 0
150, 85298, 755, 852, 0
151, 85168, 752, 851, 0
152, 84414, 752, 844, 1
153, 84275, 746, 842, 0
154, 84369, 746, 843, 1
155, 84061, 735, 840, 0
156, 83427, 735, 834, 1
157, 82864, 733, 828, 0
158, 82030, 723, 820, 0
159, 81387, 715, 813, 0
160, 80632, 715, 806, 1
161, 80450, 715, 804, 2
162, 79243, 715, 792, 3
163, 78758, 715, 787, 4
164, 78707, 715, 787, 5
165, 78469, 712, 784, 0
166, 78709, 711, 787, 0
167, 78563, 708, 785, 0
168, 78259, 707, 782, 0
169, 78731, 700, 787, 0
170, 78211, 700, 782, 1
171, 77205, 698, 772, 0
172, 77084, 698, 770, 1
173, 76993, 691, 769, 0
174, 76864, 681, 768, 0
175, 76946, 681, 769, 1
176, 76642, 678, 766, 0
177, 75956, 676, 759, 0
178, 75081, 676, 750, 1
179, 74661, 676, 746, 2
180, 74228, 676, 742, 3
181, 74044, 676, 740, 4
182, 74301, 676, 743, 5
183, 74054, 670, 740, 0
184, 74390, 670, 743, 1
185, 74608, 670, 746, 2
186, 74667, 670, 746, 3
187, 74774, 670, 747, 4
188, 75039, 670, 750, 5
189, 74849, 670, 748, 6
190, 74807, 661, 748, 0
191, 75106, 661, 751, 1
192, 74837, 661, 748, 2
193, 74796, 661, 747, 3
194, 74735, 661, 747, 4
195, 74464, 661, 744, 5
196, 74118, 661, 741, 6
197, 73867, 661, 738, 7
198, 73958, 661, 739, 8
199, 73980, 661, 739, 9
200, 73624, 659, 736, 0
201, 73326, 656, 733, 0
202, 72652, 656, 726, 1
203, 72572, 655, 725, 0
204, 72629, 655, 726, 1
205, 72724, 655, 727, 2
206, 72543, 655, 725, 3
207, 72453, 655, 724, 4
208, 72707, 655, 727, 5
209, 72707, 655, 727, 6
210, 72638, 655, 726, 7
211, 72686, 655, 726, 8
212, 73045, 655, 730, 9
213, 73087, 655, 730, 10
0, 254512, 2120, 2545, 0
1, 247472, 2112, 2474, 0
2, 243069, 2112, 2430, 1
3, 237647, 2106, 2376, 0
4, 230925, 2085, 2309, 0
5, 225069, 2070, 2250, 0
6, 217545, 2038, 2175, 0
7, 213524, 2031, 2135, 0
8, 210691, 1992, 2106, 0
9, 208195, 1990, 2081, 0
10, 205883, 1976, 2058, 0
11, 203962, 1973, 2039, 0
12, 202205, 1936, 2022, 0
13, 200760, 1918, 2007, 0
14, 199062, 1915, 1990, 0
15, 197185, 1902, 1971, 0
16, 195478, 1879, 1954, 0
17, 193720, 1868, 1937, 0
18, 193067, 1864, 1930, 0
19, 192136, 1836, 1921, 0
20, 191183, 1836, 1911, 1
21, 190615, 1826, 1906, 0
22, 188796, 1802, 1887, 0
23, 188229, 1791, 1882, 0
24, 186472, 1751, 1864, 0
25, 184916, 1734, 1849, 0
26, 183230, 1734, 1832, 1
27, 181487, 1734, 1814, 2
28, 180444, 1703, 1804, 0
29, 178732, 1703, 1787, 1
30, 177228, 1689, 1772, 0
31, 175631, 1689, 1756, 1
32, 173913, 1676, 1739, 0
33, 173390, 1669, 1733, 0
34, 173044, 1651, 1730, 0
35, 172222, 1651, 1722, 1
36, 171703, 1650, 1717, 0
37, 169991, 1633, 1699, 0
38, 168898, 1614, 1688, 0
39, 167973, 1601, 1679, 0
40, 167170, 1571, 1671, 0
41, 165903, 1561, 1659, 0
42, 163756, 1537, 1637, 0
43, 162172, 1529, 1621, 0
44, 161199, 1529, 1611, 1
45, 160348, 1523, 1603, 0
46, 159062, 1490, 1590, 0
47, 158113, 1490, 1581, 1
48, 156500, 1476, 1565, 0
49, 156128, 1476, 1561, 1
50, 155469, 1443, 1554, 0
51, 154265, 1443, 1542, 1
52, 153096, 1443, 1530, 2
53, 151931, 1443, 1519, 3
54, 151183, 1432, 1511, 0
55, 150404, 1416, 1504, 0
56, 149552, 1416, 1495, 1
57, 148991, 1416, 1489, 2
58, 148104, 1393, 1481, 0
59, 147330, 1390, 1473, 0
60, 147379, 1389, 1473, 0
61, 147094, 1383, 1470, 0
62, 145591, 1346, 1455, 0
63, 144396, 1346, 1443, 1
64, 142702, 1330, 1427, 0
65, 140951, 1308, 1409, 0
66, 139496, 1297, 1394, 0
67, 138661, 1284, 1386, 0
68, 138009, 1284, 1380, 1
69, 137119, 1261, 1371, 0
70, 135974, 1261, 1359, 1
71, 134781, 1250, 1347, 0
72, 133606, 1225, 1336, 0
73, 131935, 1224, 1319, 0
74, 130898, 1200, 1308, 0
75, 129715, 1200, 1297, 1
76, 129028, 1200, 1290, 2
77, 127881, 1180, 1278, 0
78, 127230, 1175, 1272, 0
79, 126839, 1167, 1268, 0
80, 126259, 1165, 1262, 0
81, 124350, 1165, 1243, 1
82, 123636, 1152, 1236, 0
83, 122665, 1133, 1226, 0
84, 121275, 1128, 1212, 0
85, 121294, 1128, 1212, 1
86, 121093, 1118, 1210, 0
87, 120907, 1118, 1209, 1
88, 121006, 1118, 1210, 2
89, 120620, 1118, 1206, 3
90, 120335, 1118, 1203, 4
91, 118432, 1117, 1184, 0
92, 117773, 1117, 1177, 1
93, 117633, 1106, 1176, 0
94, 116850, 1100, 1168, 0
95, 117063, 1100, 1170, 1
96, 116305, 1090, 1163, 0
97, 116114, 1090, 1161, 1
98, 116046, 1088, 1160, 0
99, 115660, 1088, 1156, 1
100, 115889, 1074, 1158, 0
101, 115379, 1052, 1153, 0
102, 115201, 1052, 1152, 1
103, 114678, 1042, 1146, 0
104, 113783, 1037, 1137, 0
105, 113642, 1036, 1136, 0
106, 113912, 1022, 1139, 0
107, 113078, 1022, 1130, 1
108, 112137, 1013, 1121, 0
109, 111827, 1013, 1118, 1
110, 110670, 1013, 1106, 2
111, 109478, 999, 1094, 0
112, 108992, 981, 1089, 0
113, 108260, 981, 1082, 1
114, 107985, 981, 1079, 2
115, 108055, 981, 1080, 3
116, 107987, 942, 1079, 0
117, 107269, 942, 1072, 1
118, 106715, 942, 1067, 2
119, 106183, 929, 1061, 0
120, 105276, 929, 1052, 1
121, 104003, 929, 1040, 2
122, 102791, 927, 1027, 0
123, 102483, 927, 1024, 1
124, 101474, 918, 1014, 0
125, 100872, 918, 1008, 1
126, 100643, 897, 1006, 0
127, 100290, 884, 1002, 0
128, 99480, 884, 994, 1
129, 98826, 881, 988, 0
130, 97450, 881, 974, 1
131, 96334, 881, 963, 2
132, 95946, 881, 959, 3
133, 95188, 868, 951, 0
134, 94851, 864, 948, 0
135, 94641, 859, 946, 0
136, 94133, 856, 941, 0
137, 94244, 856, 942, 1
138, 93420, 845, 934, 0
139, 92841, 845, 928, 1
140, 92715, 845, 927, 2
141, 92080, 845, 920, 3
142, 92119, 841, 921, 0
143, 91974, 837, 919, 0
144, 91777, 837, 917, 1
145, 91645, 837, 916, 2
146, 91439, 837, 914, 3
147, 91345, 837, 913, 4
148, 91587, 817, 915, 0
149, 90893, 816, 908, 0
150, 90133, 816, 901, 1
151, 90034, 802, 900, 0
152, 89231, 802, 892, 1
153, 88059, 802, 880, 2
154, 87550, 802, 875, 3
155, 87387, 800, 873, 0
156, 87025, 776, 870, 0
157, 86624, 769, 866, 0
158, 85731, 769, 857, 1
159, 85989, 769, 859, 2
160, 85902, 769, 859, 3
161, 85472, 769, 854, 4
162, 84934, 757, 849, 0
163, 84363, 757, 843, 1
164, 83524, 754, 835, 0
165, 82889, 735, 828, 0
166, 82361, 734, 823, 0
167, 81873, 732, 818, 0
168, 81688, 721, 816, 0
169, 81274, 721, 812, 1
170, 80976, 721, 809, 2
171, 79983, 721, 799, 3
172, 79033, 718, 790, 0
173, 79313, 715, 793, 0
174, 79403, 714, 794, 0
175, 79092, 714, 790, 1
176, 78642, 708, 786, 0
177, 78931, 708, 789, 1
178, 79279, 699, 792, 0
179, 79722, 699, 797, 1
180, 79432, 699, 794, 2
181, 79582, 699, 795, 3
182, 78725, 699, 787, 4
183, 79157, 699, 791, 5
184, 78990, 699, 789, 6
185, 79253, 699, 792, 7
186, 79578, 699, 795, 8
187, 79829, 689, 798, 0
188, 79721, 686, 797, 0
189, 78988, 686, 789, 1
190, 78866, 686, 788, 2
191, 78972, 686, 789, 3
192, 78421, 686, 784, 4
193, 77596, 686, 775, 5
194, 76932, 686, 769, 6
195, 77078, 686, 770, 7
196, 76678, 684, 766, 0
197, 76111, 683, 761, 0
198, 75964, 677, 759, 0
199, 75928, 676, 759, 0
200, 76256, 676, 762, 1
201, 76271, 676, 762, 2
202, 75598, 676, 755, 3
203, 75605, 676, 756, 4
204, 75442, 674, 754, 0
205, 75759, 674, 757, 1
206, 76504, 674, 765, 2
207, 76413, 674, 764, 3
208, 76229, 674, 762, 4
209, 76440, 672, 764, 0
210, 76249, 672, 762, 1
211, 76605, 669, 766, 0
212, 76145, 669, 761, 1
213, 75798, 669, 757, 2
214, 75036, 669, 750, 3
215, 74714, 669, 747, 4
216, 74320, 669, 743, 5
217, 74142, 669, 741, 6
218, 73741, 667, 737, 0
219, 74466, 667, 744, 1
220, 74466, 667, 744, 2
221, 74342, 667, 743, 3
222, 74592, 666, 745, 0
223, 74875, 666, 748, 1
224, 74916, 666, 749, 2
225, 74156, 657, 741, 0
226, 74214, 657, 742, 1
227, 73664, 657, 736, 2
228, 73347, 657, 733, 3
229, 73166, 657, 731, 4
230, 73706, 657, 737, 5
231, 73659, 657, 736, 6
232, 73899, 657, 738, 7
233, 73847, 657, 738, 8
234, 73793, 657, 737, 9
235, 73107, 657, 731, 10
0, 250679, 2112, 2506, 0
1, 240294, 2077, 2402, 0
2, 231578, 2072, 2315, 0
3, 225197, 2072, 2251, 1
4, 219003, 2042, 2190, 0
5, 213814, 2023, 2138, 0
6, 210880, 2004, 2108, 0
7, 208229, 2004, 2082, 1
8, 206168, 1982, 2061, 0
9, 204222, 1945, 2042, 0
10, 202309, 1939, 2023, 0
11, 200237, 1917, 2002, 0
12, 198428, 1903, 1984, 0
13, 197135, 1887, 1971, 0
14, 196090, 1883, 1960, 0
15, 194632, 1875, 1946, 0
16, 193787, 1855, 1937, 0
17, 192124, 1822, 1921, 0
18, 190863, 1804, 1908, 0
19, 189630, 1782, 1896, 0
20, 188283, 1748, 1882, 0
21, 186081, 1732, 1860, 0
22, 183921, 1700, 1839, 0
23, 180645, 1693, 1806, 0
24, 178100, 1679, 1781, 0
25, 176383, 1675, 1763, 0
26, 174501, 1653, 1745, 0
27, 173138, 1627, 1731, 0
28, 171710, 1624, 1717, 0
29, 170598, 1605, 1705, 0
30, 169230, 1605, 1692, 1
31, 167808, 1605, 1678, 2
32, 165632, 1567, 1656, 0
33, 164162, 1552, 1641, 0
34, 162667, 1539, 1626, 0
35, 161903, 1518, 1619, 0
36, 160516, 1518, 1605, 1
37, 159569, 1510, 1595, 0
38, 157851, 1496, 1578, 0
39, 156444, 1477, 1564, 0
40, 154933, 1468, 1549, 0
41, 153477, 1463, 1534, 0
42, 152710, 1446, 1527, 0
43, 151947, 1445, 1519, 0
44, 151595, 1426, 1515, 0
45, 150915, 1409, 1509, 0
46, 150025, 1409, 1500, 1
47, 148881, 1409, 1488, 2
48, 147267, 1380, 1472, 0
49, 146174, 1365, 1461, 0
50, 144768, 1352, 1447, 0
51, 143731, 1352, 1437, 1
52, 142176, 1321, 1421, 0
53, 141267, 1296, 1412, 0
54, 140287, 1296, 1402, 1
55, 139174, 1296, 1391, 2
56, 137938, 1284, 1379, 0
57, 136992, 1266, 1369, 0
58, 135994, 1262, 1359, 0
59, 134573, 1262, 1345, 1
60, 133536, 1258, 1335, 0
61, 133583, 1258, 1335, 1
62, 133122, 1255, 1331, 0
63, 132686, 1255, 1326, 1
64, 132740, 1251, 1327, 0
65, 132037, 1245, 1320, 0
66, 130594, 1230, 1305, 0
67, 129626, 1224, 1296, 0
68, 129556, 1201, 1295, 0
69, 128876, 1201, 1288, 1
70, 128516, 1201, 1285, 2
71, 127752, 1201, 1277, 3
72, 127264, 1196, 1272, 0
73, 126524, 1179, 1265, 0
74, 125335, 1172, 1253, 0
75, 123724, 1152, 1237, 0
76, 123219, 1146, 1232, 0
77, 122133, 1136, 1221, 0
78, 121641, 1136, 1216, 1
79, 120552, 1136, 1205, 2
80, 120490, 1126, 1204, 0
81, 120093, 1126, 1200, 1
82, 119552, 1115, 1195, 0
83, 118655, 1115, 1186, 1
84, 118717, 1111, 1187, 0
85, 118120, 1103, 1181, 0
86, 117291, 1085, 1172, 0
87, 117091, 1085, 1170, 1
88, 116733, 1060, 1167, 0
89, 116206, 1059, 1162, 0
90, 115287, 1054, 1152, 0
91, 114081, 1040, 1140, 0
92, 113000, 1036, 1130, 0
93, 112219, 1026, 1122, 0
94, 111891, 1026, 1118, 1
95, 111101, 1014, 1111, 0
96, 110838, 1014, 1108, 1
97, 110339, 1008, 1103, 0
98, 109351, 1008, 1093, 1
99, 109143, 1008, 1091, 2
100, 108897, 1008, 1088, 3
101, 108631, 1008, 1086, 4
102, 107979, 1008, 1079, 5
103, 107202, 1008, 1072, 6
104, 107145, 1008, 1071, 7
105, 106859, 1000, 1068, 0
106, 106707, 998, 1067, 0
107, 106159, 977, 1061, 0
108, 105580, 971, 1055, 0
109, 105042, 961, 1050, 0
110, 104980, 957, 1049, 0
111, 104659, 957, 1046, 1
112, 104175, 930, 1041, 0
113, 103688, 930, 1036, 1
114, 102735, 930, 1027, 2
115, 102270, 930, 1022, 3
116, 101336, 926, 1013, 0
117, 100983, 922, 1009, 0
118, 100417, 922, 1004, 1
119, 100131, 922, 1001, 2
120, 100271, 912, 1002, 0
121, 99974, 911, 999, 0
122, 99739, 891, 997, 0
123, 99482, 876, 994, 0
124, 98561, 876, 985, 1
125, 97325, 876, 973, 2
126, 95751, 876, 957, 3
127, 94936, 876, 949, 4
128, 95182, 857, 951, 0
129, 95185, 857, 951, 1
130, 95290, 857, 952, 2
131, 94988, 857, 949, 3
132, 94358, 857, 943, 4
133, 93968, 838, 939, 0
134, 93858, 831, 938, 0
135, 93055, 831, 930, 1
136, 93268, 831, 932, 2
137, 93258, 831, 932, 3
138, 93373, 824, 933, 0
139, 92852, 824, 928, 1
140, 92876, 824, 928, 2
141, 92948, 824, 929, 3
142, 92688, 824, 926, 4
143, 92531, 824, 925, 5
144, 92204, 820, 922, 0
145, 91424, 820, 914, 1
146, 90518, 820, 905, 2
147, 89776, 820, 897, 3
148, 88704, 820, 887, 4
149, 88586, 820, 885, 5
150, 88376, 820, 883, 6
151, 88712, 818, 887, 0
152, 88958, 809, 889, 0
153, 88506, 809, 885, 1
154, 88453, 809, 884, 2
155, 88385, 793, 883, 0
156, 88707, 793, 887, 1
157, 89543, 793, 895, 2
158, 90037, 793, 900, 3
159, 90612, 793, 906, 4
160, 90378, 789, 903, 0
161, 90027, 789, 900, 1
162, 90027, 789, 900, 2
163, 89994, 789, 899, 3
164, 90329, 789, 903, 4
165, 90155, 789, 901, 5
166, 89285, 789, 892, 6
167, 88847, 789, 888, 7
168, 87887, 789, 878, 8
169, 87252, 789, 872, 9
170, 87287, 789, 872, 10
0, 255135, 2203, 2551, 0
1, 247031, 2200, 2470, 0
2, 239978, 2191, 2399, 0
3, 235392, 2191, 2353, 1
4, 231101, 2176, 2311, 0
5, 227726, 2165, 2277, 0
6, 224437, 2137, 2244, 0
7, 222159, 2118, 2221, 0
8, 220316, 2079, 2203, 0
9, 218244, 2079, 2182, 1
10, 216145, 2055, 2161, 0
11, 214230, 2055, 2142, 1
12, 213133, 2054, 2131, 0
13, 211246, 2042, 2112, 0
14, 210243, 2032, 2102, 0
15, 208797, 2000, 2087, 0
16, 207094, 2000, 2070, 1
17, 205304, 1977, 2053, 0
18, 204338, 1971, 2043, 0
19, 203015, 1963, 2030, 0
20, 202365, 1954, 2023, 0
21, 201475, 1944, 2014, 0
22, 199816, 1924, 1998, 0
23, 198911, 1924, 1989, 1
24, 197307, 1903, 1973, 0
25, 195846, 1889, 1958, 0
26, 194715, 1874, 1947, 0
27, 193627, 1871, 1936, 0
28, 192606, 1852, 1926, 0
29, 191854, 1836, 1918, 0
30, 190090, 1826, 1900, 0
31, 188864, 1789, 1888, 0
32, 187798, 1789, 1877, 1
33, 186370, 1786, 1863, 0
34, 185489, 1778, 1854, 0
35, 184236, 1762, 1842, 0
36, 183468, 1753, 1834, 0
37, 182665, 1720, 1826, 0
38, 180311, 1720, 1803, 1
39, 178496, 1702, 1784, 0
40, 177715, 1701, 1777, 0
41, 177176, 1698, 1771, 0
42, 176016, 1698, 1760, 1
43, 175496, 1690, 1754, 0
44, 174717, 1684, 1747, 0
45, 174284, 1670, 1742, 0
46, 173357, 1665, 1733, 0
47, 172679, 1649, 1726, 0
48, 171480, 1636, 1714, 0
49, 170549, 1625, 1705, 0
50, 169489, 1609, 1694, 0
51, 168534, 1609, 1685, 1
52, 167313, 1605, 1673, 0
53, 167162, 1591, 1671, 0
54, 166212, 1591, 1662, 1
55, 165424, 1582, 1654, 0
56, 165012, 1550, 1650, 0
57, 163680, 1533, 1636, 0
58, 162569, 1533, 1625, 1
59, 161800, 1500, 1618, 0
60, 160846, 1500, 1608, 1
61, 159756, 1497, 1597, 0
