
Base graph vertices:
Vertex 0: ( 1, 45) ( 2, 32) ( 3, 40) ( 4, 7) ( 5, 3) ( 6, 10) ( 7, 46) ( 8, 5) ( 9, 50) ( 10, 5) ( 11, 9) ( 12, 10) ( 13, 26) ( 14, 6) ( 15, 11) ( 16, 31) ( 17, 7) ( 18, 24) ( 19, 32) ( 20, 3) ( 21, 22) ( 22, 41) ( 23, 5) ( 24, 27) ( 25, 47) ( 26, 30) ( 27, 44) ( 28, 4) ( 29, 47) ( 30, 10) ( 31, 48) ( 32, 10) ( 33, 21) ( 34, 21) ( 35, 6) ( 36, 19) ( 37, 26) ( 38, 40) ( 39, 32) ( 40, 39) ( 41, 18) ( 42, 25) ( 43, 43) ( 44, 18) ( 45, 20) ( 46, 37) ( 47, 41) ( 48, 37) ( 49, 15) ( 50, 6) ( 51, 17) ( 52, 48) ( 53, 41) ( 54, 50) ( 55, 39) ( 56, 21) ( 57, 1) ( 58, 49) ( 59, 34) ( 60, 35) ( 61, 34) ( 62, 27) ( 63, 1) ( 64, 48) ( 65, 2) ( 66, 18) ( 67, 17) ( 68, 23) ( 69, 16) ( 70, 44) ( 71, 9) ( 72, 42) ( 73, 12) ( 74, 47) ( 75, 35) ( 76, 19) ( 77, 32) ( 78, 14) ( 79, 6) ( 80, 47) ( 81, 17) ( 82, 3) ( 83, 26) ( 84, 19) ( 85, 15) ( 86, 3) ( 87, 35) ( 88, 5) ( 89, 41) ( 90, 5) ( 91, 28) ( 92, 47) ( 93, 17) ( 94, 39) ( 95, 22) ( 96, 40) ( 97, 35) ( 98, 47) ( 99, 43) 
Vertex 11: ( 0, 9) ( 1, 23) ( 2, 47) ( 3, 45) ( 4, 50) ( 5, 25) ( 6, 12) ( 7, 4) ( 8, 39) ( 9, 48) ( 10, 18) ( 12, 28) ( 13, 38) ( 14, 31) ( 15, 18) ( 16, 29) ( 17, 34) ( 18, 42) ( 19, 10) ( 20, 42) ( 21, 45) ( 22, 18) ( 23, 33) ( 24, 8) ( 25, 4) ( 26, 48) ( 27, 39) ( 28, 23) ( 29, 2) ( 30, 11) ( 31, 11) ( 32, 35) ( 33, 31) ( 34, 17) ( 35, 42) ( 36, 21) ( 37, 15) ( 38, 46) ( 39, 45) ( 40, 22) ( 41, 35) ( 42, 48) ( 43, 36) ( 44, 4) ( 45, 9) ( 46, 36) ( 47, 23) ( 48, 35) ( 49, 17) ( 50, 34) ( 51, 12) ( 52, 15) ( 53, 19) ( 54, 49) ( 55, 42) ( 56, 26) ( 57, 6) ( 58, 42) ( 59, 46) ( 60, 50) ( 61, 24) ( 62, 5) ( 63, 18) ( 64, 35) ( 65, 23) ( 66, 49) ( 67, 23) ( 68, 10) ( 69, 5) ( 70, 39) ( 71, 11) ( 72, 47) ( 73, 36) ( 74, 12) ( 75, 39) ( 76, 23) ( 77, 23) ( 78, 23) ( 79, 30) ( 80, 23) ( 81, 18) ( 82, 29) ( 83, 49) ( 84, 20) ( 85, 44) ( 86, 43) ( 87, 43) ( 88, 8) ( 89, 38) ( 90, 24) ( 91, 16) ( 92, 14) ( 93, 46) ( 94, 7) ( 95, 9) ( 96, 14) ( 97, 16) ( 98, 10) ( 99, 22) 
Vertex 12: ( 0, 10) ( 1, 11) ( 2, 24) ( 3, 19) ( 4, 28) ( 5, 4) ( 6, 28) ( 7, 14) ( 8, 33) ( 9, 1) ( 10, 16) ( 11, 28) ( 13, 37) ( 14, 39) ( 15, 34) ( 16, 9) ( 17, 10) ( 18, 10) ( 19, 18) ( 20, 20) ( 21, 10) ( 22, 41) ( 23, 3) ( 24, 49) ( 25, 50) ( 26, 30) ( 27, 33) ( 28, 1) ( 29, 14) ( 30, 8) ( 31, 46) ( 32, 22) ( 33, 24) ( 34, 1) ( 35, 15) ( 36, 31) ( 37, 47) ( 38, 40) ( 39, 27) ( 40, 20) ( 41, 7) ( 42, 45) ( 43, 14) ( 44, 21) ( 45, 32) ( 46, 14) ( 47, 45) ( 48, 17) ( 49, 23) ( 50, 26) ( 51, 45) ( 52, 29) ( 53, 47) ( 54, 28) ( 55, 31) ( 56, 24) ( 57, 13) ( 58, 10) ( 59, 12) ( 60, 27) ( 61, 25) ( 62, 6) ( 63, 33) ( 64, 13) ( 65, 28) ( 66, 6) ( 67, 45) ( 68, 23) ( 69, 27) ( 70, 19) ( 71, 32) ( 72, 18) ( 73, 22) ( 74, 46) ( 75, 27) ( 76, 45) ( 77, 3) ( 78, 3) ( 79, 7) ( 80, 43) ( 81, 35) ( 82, 16) ( 83, 42) ( 84, 31) ( 85, 16) ( 86, 47) ( 87, 41) ( 88, 30) ( 89, 46) ( 90, 50) ( 91, 43) ( 92, 19) ( 93, 16) ( 94, 5) ( 95, 22) ( 96, 34) ( 97, 30) ( 98, 34) ( 99, 24) 
Vertex 13: ( 0, 26) ( 1, 15) ( 2, 36) ( 3, 8) ( 4, 22) ( 5, 23) ( 6, 35) ( 7, 37) ( 8, 49) ( 9, 24) ( 10, 23) ( 11, 38) ( 12, 37) ( 14, 7) ( 15, 8) ( 16, 35) ( 17, 4) ( 18, 19) ( 19, 1) ( 20, 5) ( 21, 3) ( 22, 20) ( 23, 15) ( 24, 37) ( 25, 39) ( 26, 47) ( 27, 14) ( 28, 49) ( 29, 11) ( 30, 20) ( 31, 20) ( 32, 43) ( 33, 10) ( 34, 23) ( 35, 34) ( 36, 16) ( 37, 48) ( 38, 4) ( 39, 3) ( 40, 49) ( 41, 14) ( 42, 15) ( 43, 23) ( 44, 26) ( 45, 8) ( 46, 41) ( 47, 11) ( 48, 2) ( 49, 36) ( 50, 4) ( 51, 5) ( 52, 21) ( 53, 19) ( 54, 18) ( 55, 4) ( 56, 5) ( 57, 18) ( 58, 33) ( 59, 16) ( 60, 19) ( 61, 26) ( 62, 26) ( 63, 33) ( 64, 23) ( 65, 26) ( 66, 28) ( 67, 49) ( 68, 1) ( 69, 11) ( 70, 5) ( 71, 38) ( 72, 37) ( 73, 14) ( 74, 38) ( 75, 40) ( 76, 47) ( 77, 9) ( 78, 22) ( 79, 9) ( 80, 3) ( 81, 29) ( 82, 24) ( 83, 36) ( 84, 43) ( 85, 48) ( 86, 33) ( 87, 24) ( 88, 18) ( 89, 36) ( 90, 7) ( 91, 30) ( 92, 27) ( 93, 28) ( 94, 43) ( 95, 46) ( 96, 3) ( 97, 10) ( 98, 50) ( 99, 33) 
Vertex 14: ( 0, 6) ( 1, 8) ( 2, 23) ( 3, 46) ( 4, 8) ( 5, 27) ( 6, 2) ( 7, 40) ( 8, 11) ( 9, 32) ( 10, 40) ( 11, 31) ( 12, 39) ( 13, 7) ( 15, 37) ( 16, 11) ( 17, 28) ( 18, 30) ( 19, 44) ( 20, 46) ( 21, 1) ( 22, 15) ( 23, 50) ( 24, 41) ( 25, 11) ( 26, 14) ( 27, 15) ( 28, 17) ( 29, 21) ( 30, 26) ( 31, 23) ( 32, 23) ( 33, 1) ( 34, 32) ( 35, 27) ( 36, 41) ( 37, 9) ( 38, 18) ( 39, 48) ( 40, 14) ( 41, 29) ( 42, 25) ( 43, 18) ( 44, 23) ( 45, 25) ( 46, 33) ( 47, 31) ( 48, 37) ( 49, 29) ( 50, 1) ( 51, 31) ( 52, 23) ( 53, 32) ( 54, 2) ( 55, 16) ( 56, 42) ( 57, 16) ( 58, 24) ( 59, 2) ( 60, 9) ( 61, 11) ( 62, 48) ( 63, 19) ( 64, 22) ( 65, 30) ( 66, 23) ( 67, 10) ( 68, 14) ( 69, 41) ( 70, 12) ( 71, 49) ( 72, 31) ( 73, 28) ( 74, 32) ( 75, 15) ( 76, 5) ( 77, 41) ( 78, 11) ( 79, 46) ( 80, 23) ( 81, 28) ( 82, 17) ( 83, 25) ( 84, 5) ( 85, 26) ( 86, 43) ( 87, 47) ( 88, 10) ( 89, 13) ( 90, 23) ( 91, 4) ( 92, 8) ( 93, 36) ( 94, 44) ( 95, 16) ( 96, 21) ( 97, 20) ( 98, 10) ( 99, 18) 
Vertex 15: ( 0, 11) ( 1, 49) ( 2, 20) ( 3, 41) ( 4, 44) ( 5, 37) ( 6, 17) ( 7, 3) ( 8, 32) ( 9, 2) ( 10, 44) ( 11, 18) ( 12, 34) ( 13, 8) ( 14, 37) ( 16, 30) ( 17, 40) ( 18, 45) ( 19, 35) ( 20, 32) ( 21, 30) ( 22, 36) ( 23, 27) ( 24, 25) ( 25, 34) ( 26, 21) ( 27, 1) ( 28, 34) ( 29, 13) ( 30, 39) ( 31, 50) ( 32, 49) ( 33, 27) ( 34, 13) ( 35, 2) ( 36, 41) ( 37, 7) ( 38, 30) ( 39, 22) ( 40, 50) ( 41, 8) ( 42, 7) ( 43, 6) ( 44, 5) ( 45, 43) ( 46, 42) ( 47, 6) ( 48, 7) ( 49, 6) ( 50, 37) ( 51, 4) ( 52, 1) ( 53, 25) ( 54, 45) ( 55, 31) ( 56, 14) ( 57, 6) ( 58, 32) ( 59, 43) ( 60, 9) ( 61, 19) ( 62, 39) ( 63, 10) ( 64, 2) ( 65, 44) ( 66, 9) ( 67, 50) ( 68, 9) ( 69, 40) ( 70, 35) ( 71, 40) ( 72, 10) ( 73, 1) ( 74, 21) ( 75, 20) ( 76, 37) ( 77, 49) ( 78, 42) ( 79, 23) ( 80, 42) ( 81, 41) ( 82, 46) ( 83, 25) ( 84, 2) ( 85, 35) ( 86, 31) ( 87, 44) ( 88, 28) ( 89, 21) ( 90, 4) ( 91, 39) ( 92, 18) ( 93, 45) ( 94, 21) ( 95, 34) ( 96, 44) ( 97, 2) ( 98, 1) ( 99, 30) 
Vertex 16: ( 0, 31) ( 1, 45) ( 2, 31) ( 3, 15) ( 4, 33) ( 5, 41) ( 6, 32) ( 7, 11) ( 8, 19) ( 9, 43) ( 10, 34) ( 11, 29) ( 12, 9) ( 13, 35) ( 14, 11) ( 15, 30) ( 17, 30) ( 18, 31) ( 19, 32) ( 20, 23) ( 21, 11) ( 22, 41) ( 23, 50) ( 24, 44) ( 25, 7) ( 26, 24) ( 27, 15) ( 28, 26) ( 29, 44) ( 30, 9) ( 31, 31) ( 32, 12) ( 33, 8) ( 34, 33) ( 35, 23) ( 36, 23) ( 37, 6) ( 38, 31) ( 39, 45) ( 40, 16) ( 41, 7) ( 42, 11) ( 43, 10) ( 44, 38) ( 45, 30) ( 46, 25) ( 47, 39) ( 48, 9) ( 49, 18) ( 50, 20) ( 51, 18) ( 52, 22) ( 53, 37) ( 54, 35) ( 55, 35) ( 56, 46) ( 57, 4) ( 58, 33) ( 59, 2) ( 60, 26) ( 61, 33) ( 62, 44) ( 63, 6) ( 64, 16) ( 65, 2) ( 66, 3) ( 67, 20) ( 68, 34) ( 69, 27) ( 70, 33) ( 71, 22) ( 72, 40) ( 73, 3) ( 74, 48) ( 75, 15) ( 76, 47) ( 77, 27) ( 78, 3) ( 79, 15) ( 80, 11) ( 81, 46) ( 82, 26) ( 83, 24) ( 84, 46) ( 85, 1) ( 86, 39) ( 87, 14) ( 88, 44) ( 89, 23) ( 90, 24) ( 91, 36) ( 92, 28) ( 93, 40) ( 94, 42) ( 95, 36) ( 96, 31) ( 97, 16) ( 98, 32) ( 99, 39) 
Vertex 17: ( 0, 7) ( 1, 34) ( 2, 34) ( 3, 41) ( 4, 17) ( 5, 7) ( 6, 43) ( 7, 32) ( 8, 11) ( 9, 36) ( 10, 7) ( 11, 34) ( 12, 10) ( 13, 4) ( 14, 28) ( 15, 40) ( 16, 30) ( 18, 30) ( 19, 35) ( 20, 9) ( 21, 17) ( 22, 2) ( 23, 25) ( 24, 20) ( 25, 20) ( 26, 26) ( 27, 31) ( 28, 7) ( 29, 5) ( 30, 13) ( 31, 1) ( 32, 33) ( 33, 38) ( 34, 48) ( 35, 24) ( 36, 7) ( 37, 31) ( 38, 30) ( 39, 9) ( 40, 13) ( 41, 31) ( 42, 42) ( 43, 8) ( 44, 1) ( 45, 27) ( 46, 40) ( 47, 41) ( 48, 7) ( 49, 33) ( 50, 8) ( 51, 34) ( 52, 35) ( 53, 49) ( 54, 17) ( 55, 6) ( 56, 9) ( 57, 41) ( 58, 48) ( 59, 17) ( 60, 24) ( 61, 18) ( 62, 19) ( 63, 44) ( 64, 25) ( 65, 30) ( 66, 18) ( 67, 42) ( 68, 27) ( 69, 49) ( 70, 41) ( 71, 30) ( 72, 44) ( 73, 23) ( 74, 19) ( 75, 41) ( 76, 14) ( 77, 47) ( 78, 50) ( 79, 28) ( 80, 9) ( 81, 29) ( 82, 37) ( 83, 39) ( 84, 25) ( 85, 28) ( 86, 38) ( 87, 21) ( 88, 43) ( 89, 16) ( 90, 26) ( 91, 50) ( 92, 42) ( 93, 7) ( 94, 24) ( 95, 3) ( 96, 4) ( 97, 27) ( 98, 5) ( 99, 1) 
Vertex 18: ( 0, 24) ( 1, 3) ( 2, 32) ( 3, 9) ( 4, 27) ( 5, 24) ( 6, 9) ( 7, 44) ( 8, 34) ( 9, 39) ( 10, 41) ( 11, 42) ( 12, 10) ( 13, 19) ( 14, 30) ( 15, 45) ( 16, 31) ( 17, 30) ( 19, 17) ( 20, 4) ( 21, 2) ( 22, 20) ( 23, 47) ( 24, 34) ( 25, 36) ( 26, 22) ( 27, 27) ( 28, 23) ( 29, 43) ( 30, 27) ( 31, 19) ( 32, 18) ( 33, 30) ( 34, 27) ( 35, 23) ( 36, 44) ( 37, 46) ( 38, 40) ( 39, 32) ( 40, 33) ( 41, 13) ( 42, 46) ( 43, 12) ( 44, 40) ( 45, 48) ( 46, 28) ( 47, 50) ( 48, 41) ( 49, 29) ( 50, 26) ( 51, 47) ( 52, 30) ( 53, 30) ( 54, 22) ( 55, 17) ( 56, 21) ( 57, 38) ( 58, 46) ( 59, 15) ( 60, 37) ( 61, 22) ( 62, 11) ( 63, 39) ( 64, 13) ( 65, 18) ( 66, 5) ( 67, 21) ( 68, 10) ( 69, 42) ( 70, 31) ( 71, 41) ( 72, 4) ( 73, 6) ( 74, 45) ( 75, 2) ( 76, 5) ( 77, 32) ( 78, 36) ( 79, 12) ( 80, 38) ( 81, 39) ( 82, 36) ( 83, 35) ( 84, 16) ( 85, 31) ( 86, 7) ( 87, 13) ( 88, 15) ( 89, 36) ( 90, 15) ( 91, 4) ( 92, 32) ( 93, 3) ( 94, 35) ( 95, 32) ( 96, 33) ( 97, 44) ( 98, 37) ( 99, 45) 
Vertex 19: ( 0, 32) ( 1, 26) ( 2, 44) ( 3, 24) ( 4, 18) ( 5, 50) ( 6, 37) ( 7, 42) ( 8, 30) ( 9, 9) ( 10, 46) ( 11, 10) ( 12, 18) ( 13, 1) ( 14, 44) ( 15, 35) ( 16, 32) ( 17, 35) ( 18, 17) ( 20, 12) ( 21, 23) ( 22, 39) ( 23, 42) ( 24, 11) ( 25, 7) ( 26, 34) ( 27, 46) ( 28, 27) ( 29, 9) ( 30, 36) ( 31, 36) ( 32, 34) ( 33, 21) ( 34, 12) ( 35, 11) ( 36, 38) ( 37, 18) ( 38, 10) ( 39, 11) ( 40, 14) ( 41, 9) ( 42, 49) ( 43, 37) ( 44, 32) ( 45, 21) ( 46, 31) ( 47, 26) ( 48, 46) ( 49, 41) ( 50, 1) ( 51, 20) ( 52, 16) ( 53, 20) ( 54, 33) ( 55, 28) ( 56, 1) ( 57, 5) ( 58, 26) ( 59, 8) ( 60, 36) ( 61, 18) ( 62, 32) ( 63, 17) ( 64, 2) ( 65, 20) ( 66, 28) ( 67, 12) ( 68, 9) ( 69, 46) ( 70, 7) ( 71, 2) ( 72, 34) ( 73, 44) ( 74, 43) ( 75, 34) ( 76, 5) ( 77, 4) ( 78, 25) ( 79, 34) ( 80, 10) ( 81, 32) ( 82, 23) ( 83, 16) ( 84, 11) ( 85, 10) ( 86, 49) ( 87, 24) ( 88, 43) ( 89, 19) ( 90, 32) ( 91, 4) ( 92, 28) ( 93, 26) ( 94, 41) ( 95, 36) ( 96, 49) ( 97, 21) ( 98, 22) ( 99, 30) 
Vertex 20: ( 0, 3) ( 1, 17) ( 2, 48) ( 3, 47) ( 4, 26) ( 5, 24) ( 6, 16) ( 7, 30) ( 8, 29) ( 9, 11) ( 10, 34) ( 11, 42) ( 12, 20) ( 13, 5) ( 14, 46) ( 15, 32) ( 16, 23) ( 17, 9) ( 18, 4) ( 19, 12) ( 21, 28) ( 22, 44) ( 23, 5) ( 24, 10) ( 25, 31) ( 26, 36) ( 27, 18) ( 28, 22) ( 29, 10) ( 30, 1) ( 31, 38) ( 32, 32) ( 33, 33) ( 34, 13) ( 35, 34) ( 36, 8) ( 37, 22) ( 38, 41) ( 39, 32) ( 40, 34) ( 41, 44) ( 42, 22) ( 43, 39) ( 44, 12) ( 45, 4) ( 46, 3) ( 47, 4) ( 48, 49) ( 49, 3) ( 50, 31) ( 51, 44) ( 52, 48) ( 53, 14) ( 54, 15) ( 55, 38) ( 56, 23) ( 57, 47) ( 58, 38) ( 59, 11) ( 60, 33) ( 61, 7) ( 62, 7) ( 63, 5) ( 64, 33) ( 65, 44) ( 66, 39) ( 67, 48) ( 68, 33) ( 69, 47) ( 70, 18) ( 71, 37) ( 72, 16) ( 73, 46) ( 74, 13) ( 75, 9) ( 76, 30) ( 77, 20) ( 78, 26) ( 79, 11) ( 80, 2) ( 81, 28) ( 82, 19) ( 83, 16) ( 84, 29) ( 85, 39) ( 86, 19) ( 87, 35) ( 88, 47) ( 89, 5) ( 90, 44) ( 91, 48) ( 92, 8) ( 93, 12) ( 94, 19) ( 95, 35) ( 96, 25) ( 97, 43) ( 98, 37) ( 99, 21) 
Vertex 21: ( 0, 22) ( 1, 27) ( 2, 25) ( 3, 19) ( 4, 22) ( 5, 3) ( 6, 37) ( 7, 8) ( 8, 6) ( 9, 39) ( 10, 32) ( 11, 45) ( 12, 10) ( 13, 3) ( 14, 1) ( 15, 30) ( 16, 11) ( 17, 17) ( 18, 2) ( 19, 23) ( 20, 28) ( 22, 27) ( 23, 32) ( 24, 24) ( 25, 50) ( 26, 6) ( 27, 13) ( 28, 27) ( 29, 22) ( 30, 37) ( 31, 33) ( 32, 18) ( 33, 29) ( 34, 1) ( 35, 24) ( 36, 23) ( 37, 14) ( 38, 31) ( 39, 26) ( 40, 5) ( 41, 3) ( 42, 2) ( 43, 6) ( 44, 3) ( 45, 23) ( 46, 49) ( 47, 24) ( 48, 44) ( 49, 1) ( 50, 19) ( 51, 48) ( 52, 10) ( 53, 24) ( 54, 28) ( 55, 47) ( 56, 26) ( 57, 16) ( 58, 8) ( 59, 8) ( 60, 47) ( 61, 33) ( 62, 7) ( 63, 19) ( 64, 36) ( 65, 3) ( 66, 38) ( 67, 12) ( 68, 40) ( 69, 36) ( 70, 18) ( 71, 2) ( 72, 13) ( 73, 44) ( 74, 8) ( 75, 32) ( 76, 40) ( 77, 38) ( 78, 25) ( 79, 15) ( 80, 46) ( 81, 3) ( 82, 19) ( 83, 47) ( 84, 1) ( 85, 17) ( 86, 1) ( 87, 28) ( 88, 5) ( 89, 12) ( 90, 41) ( 91, 18) ( 92, 6) ( 93, 23) ( 94, 33) ( 95, 10) ( 96, 32) ( 97, 23) ( 98, 2) ( 99, 16) 
Vertex 22: ( 0, 41) ( 1, 34) ( 2, 23) ( 3, 49) ( 4, 13) ( 5, 21) ( 6, 34) ( 7, 49) ( 8, 5) ( 9, 3) ( 10, 14) ( 11, 18) ( 12, 41) ( 13, 20) ( 14, 15) ( 15, 36) ( 16, 41) ( 17, 2) ( 18, 20) ( 19, 39) ( 20, 44) ( 21, 27) ( 23, 11) ( 24, 24) ( 25, 13) ( 26, 3) ( 27, 10) ( 28, 37) ( 29, 32) ( 30, 37) ( 31, 2) ( 32, 21) ( 33, 50) ( 34, 41) ( 35, 46) ( 36, 21) ( 37, 32) ( 38, 34) ( 39, 43) ( 40, 29) ( 41, 13) ( 42, 16) ( 43, 12) ( 44, 20) ( 45, 38) ( 46, 48) ( 47, 50) ( 48, 38) ( 49, 10) ( 50, 21) ( 51, 32) ( 52, 6) ( 53, 47) ( 54, 10) ( 55, 45) ( 56, 2) ( 57, 42) ( 58, 9) ( 59, 2) ( 60, 24) ( 61, 42) ( 62, 10) ( 63, 30) ( 64, 32) ( 65, 26) ( 66, 45) ( 67, 20) ( 68, 44) ( 69, 46) ( 70, 18) ( 71, 9) ( 72, 43) ( 73, 32) ( 74, 6) ( 75, 40) ( 76, 7) ( 77, 17) ( 78, 4) ( 79, 44) ( 80, 49) ( 81, 43) ( 82, 40) ( 83, 16) ( 84, 47) ( 85, 44) ( 86, 43) ( 87, 13) ( 88, 37) ( 89, 10) ( 90, 9) ( 91, 2) ( 92, 10) ( 93, 37) ( 94, 47) ( 95, 33) ( 96, 43) ( 97, 17) ( 98, 7) ( 99, 7) 
Vertex 23: ( 0, 5) ( 1, 37) ( 2, 26) ( 3, 24) ( 4, 25) ( 5, 12) ( 6, 47) ( 7, 18) ( 8, 2) ( 9, 7) ( 10, 47) ( 11, 33) ( 12, 3) ( 13, 15) ( 14, 50) ( 15, 27) ( 16, 50) ( 17, 25) ( 18, 47) ( 19, 42) ( 20, 5) ( 21, 32) ( 22, 11) ( 24, 25) ( 25, 14) ( 26, 48) ( 27, 49) ( 28, 43) ( 29, 21) ( 30, 44) ( 31, 39) ( 32, 45) ( 33, 43) ( 34, 48) ( 35, 32) ( 36, 25) ( 37, 3) ( 38, 39) ( 39, 6) ( 40, 22) ( 41, 13) ( 42, 30) ( 43, 40) ( 44, 26) ( 45, 9) ( 46, 43) ( 47, 11) ( 48, 6) ( 49, 34) ( 50, 40) ( 51, 36) ( 52, 48) ( 53, 39) ( 54, 44) ( 55, 49) ( 56, 8) ( 57, 4) ( 58, 7) ( 59, 50) ( 60, 2) ( 61, 28) ( 62, 50) ( 63, 48) ( 64, 9) ( 65, 32) ( 66, 12) ( 67, 12) ( 68, 28) ( 69, 48) ( 70, 45) ( 71, 33) ( 72, 47) ( 73, 7) ( 74, 25) ( 75, 45) ( 76, 6) ( 77, 26) ( 78, 39) ( 79, 27) ( 80, 40) ( 81, 11) ( 82, 6) ( 83, 29) ( 84, 27) ( 85, 3) ( 86, 42) ( 87, 27) ( 88, 4) ( 89, 20) ( 90, 35) ( 91, 25) ( 92, 27) ( 93, 49) ( 94, 24) ( 95, 16) ( 96, 26) ( 97, 46) ( 98, 46) ( 99, 37) 
Vertex 24: ( 0, 27) ( 1, 13) ( 2, 41) ( 3, 30) ( 4, 19) ( 5, 40) ( 6, 48) ( 7, 36) ( 8, 23) ( 9, 22) ( 10, 43) ( 11, 8) ( 12, 49) ( 13, 37) ( 14, 41) ( 15, 25) ( 16, 44) ( 17, 20) ( 18, 34) ( 19, 11) ( 20, 10) ( 21, 24) ( 22, 24) ( 23, 25) ( 25, 31) ( 26, 31) ( 27, 3) ( 28, 35) ( 29, 23) ( 30, 8) ( 31, 14) ( 32, 33) ( 33, 47) ( 34, 47) ( 35, 8) ( 36, 47) ( 37, 49) ( 38, 18) ( 39, 15) ( 40, 15) ( 41, 32) ( 42, 36) ( 43, 39) ( 44, 18) ( 45, 12) ( 46, 26) ( 47, 4) ( 48, 27) ( 49, 15) ( 50, 46) ( 51, 7) ( 52, 48) ( 53, 40) ( 54, 15) ( 55, 21) ( 56, 8) ( 57, 19) ( 58, 39) ( 59, 31) ( 60, 21) ( 61, 21) ( 62, 35) ( 63, 9) ( 64, 7) ( 65, 43) ( 66, 10) ( 67, 1) ( 68, 49) ( 69, 48) ( 70, 30) ( 71, 22) ( 72, 36) ( 73, 45) ( 74, 20) ( 75, 28) ( 76, 20) ( 77, 16) ( 78, 40) ( 79, 25) ( 80, 17) ( 81, 42) ( 82, 11) ( 83, 44) ( 84, 41) ( 85, 8) ( 86, 2) ( 87, 12) ( 88, 45) ( 89, 6) ( 90, 6) ( 91, 45) ( 92, 27) ( 93, 48) ( 94, 18) ( 95, 4) ( 96, 3) ( 97, 39) ( 98, 33) ( 99, 7) 
Vertex 25: ( 0, 47) ( 1, 5) ( 2, 8) ( 3, 49) ( 4, 16) ( 5, 5) ( 6, 24) ( 7, 46) ( 8, 16) ( 9, 6) ( 10, 33) ( 11, 4) ( 12, 50) ( 13, 39) ( 14, 11) ( 15, 34) ( 16, 7) ( 17, 20) ( 18, 36) ( 19, 7) ( 20, 31) ( 21, 50) ( 22, 13) ( 23, 14) ( 24, 31) ( 26, 16) ( 27, 15) ( 28, 44) ( 29, 3) ( 30, 24) ( 31, 30) ( 32, 28) ( 33, 21) ( 34, 20) ( 35, 41) ( 36, 27) ( 37, 12) ( 38, 28) ( 39, 16) ( 40, 6) ( 41, 45) ( 42, 44) ( 43, 43) ( 44, 31) ( 45, 8) ( 46, 23) ( 47, 48) ( 48, 1) ( 49, 3) ( 50, 13) ( 51, 30) ( 52, 22) ( 53, 13) ( 54, 34) ( 55, 34) ( 56, 32) ( 57, 46) ( 58, 38) ( 59, 37) ( 60, 2) ( 61, 2) ( 62, 2) ( 63, 22) ( 64, 4) ( 65, 49) ( 66, 14) ( 67, 22) ( 68, 16) ( 69, 47) ( 70, 19) ( 71, 2) ( 72, 5) ( 73, 12) ( 74, 38) ( 75, 7) ( 76, 29) ( 77, 44) ( 78, 28) ( 79, 34) ( 80, 24) ( 81, 11) ( 82, 11) ( 83, 50) ( 84, 11) ( 85, 6) ( 86, 21) ( 87, 29) ( 88, 44) ( 89, 42) ( 90, 44) ( 91, 47) ( 92, 47) ( 93, 16) ( 94, 19) ( 95, 40) ( 96, 22) ( 97, 34) ( 98, 7) ( 99, 43) 
Vertex 26: ( 0, 30) ( 1, 48) ( 2, 40) ( 3, 29) ( 4, 5) ( 5, 42) ( 6, 18) ( 7, 41) ( 8, 35) ( 9, 4) ( 10, 37) ( 11, 48) ( 12, 30) ( 13, 47) ( 14, 14) ( 15, 21) ( 16, 24) ( 17, 26) ( 18, 22) ( 19, 34) ( 20, 36) ( 21, 6) ( 22, 3) ( 23, 48) ( 24, 31) ( 25, 16) ( 27, 39) ( 28, 1) ( 29, 8) ( 30, 27) ( 31, 49) ( 32, 13) ( 33, 7) ( 34, 38) ( 35, 40) ( 36, 32) ( 37, 3) ( 38, 43) ( 39, 23) ( 40, 48) ( 41, 45) ( 42, 7) ( 43, 14) ( 44, 3) ( 45, 25) ( 46, 28) ( 47, 29) ( 48, 13) ( 49, 41) ( 50, 23) ( 51, 19) ( 52, 17) ( 53, 11) ( 54, 28) ( 55, 4) ( 56, 10) ( 57, 25) ( 58, 46) ( 59, 39) ( 60, 30) ( 61, 14) ( 62, 34) ( 63, 28) ( 64, 3) ( 65, 24) ( 66, 6) ( 67, 37) ( 68, 46) ( 69, 50) ( 70, 2) ( 71, 30) ( 72, 29) ( 73, 12) ( 74, 35) ( 75, 7) ( 76, 14) ( 77, 15) ( 78, 22) ( 79, 38) ( 80, 35) ( 81, 38) ( 82, 5) ( 83, 44) ( 84, 4) ( 85, 40) ( 86, 27) ( 87, 24) ( 88, 2) ( 89, 19) ( 90, 4) ( 91, 10) ( 92, 25) ( 93, 3) ( 94, 37) ( 95, 47) ( 96, 42) ( 97, 21) ( 98, 1) ( 99, 8) 
